# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius   output_baseName
25            0.0005       500           3                output

particles:
# origin             velocity         mass    type     old_force
91.9632 30.2558 0     -3.12257 1.54841 0     1     0     -336.449 -129.662 0     
90.6351 40.4314 0     3.53611 1.83855 0     1     0     34.5302 -52.4674 0     
91.5637 21.6146 0     -0.844605 13.0885 0     1     0     156.717 -47.6377 0     
89.3374 27.176 0     -19.7179 11.5536 0     1     0     588.779 380.832 0     
91.8894 40.1459 0     -3.20649 -8.16963 0     1     0     2.12073 -15.742 0     
89.6238 40.9438 0     -2.94461 -7.98581 0     1     0     -51.903 -1.28228 0     
95.8121 33.3492 0     -1.14012 -3.29148 0     1     0     148.352 726.052 0     
85.8964 45.9187 0     -3.59273 1.79852 0     1     0     154.139 257.057 0     
93.5552 28.6484 0     -6.19226 12.636 0     1     0     -1859.83 1144.32 0     
95.4615 42.3796 0     18.5789 14.8226 0     1     0     -629.89 97.5617 0     
92.2429 32.2509 0     5.79173 2.00052 0     1     0     -224.565 -122.082 0     
102.886 46.6829 0     12.8575 -5.23414 0     1     0     7.781 3.13078 0     
94.5518 31.9275 0     7.7833 1.55408 0     1     0     83.9661 -7.18259 0     
83.5409 35.1141 0     0.958243 -4.27772 0     1     0     -1008 135.853 0     
196.796 53.857 0     2.54692 -1.12556 0     1     0     -540.015 -220.221 0     
80.8484 53.6456 0     10.3253 1.58506 0     1     0     6.4882 -5.98805 0     
126.815 78.3918 0     8.85287 17.0528 0     1     0     0 -12.44 0     
53.0156 63.5292 0     -6.93451 12.0269 0     1     0     -11.7869 -102.598 0     
67.174 63.557 0     -5.58637 10.6662 0     1     0     -1.04732 -4.48014 0     
73.8637 51.3886 0     6.12573 2.43382 0     1     0     -19.384 39.685 0     
84.0829 0.000148446 0     8.59123 0.00177732 0     1     0     194.501 -544.675 0     
84.5533 0.912481 0     1.54717 -1.02032 0     1     0     385.334 -743.896 0     
84.2664 1.78437 0     2.16229 1.19414 0     1     0     -223.664 706.256 0     
86.2254 3.78117 0     -2.05841 13.7144 0     1     0     -1526.2 219.308 0     
82.2254 5.15927 0     2.39758 0.144891 0     1     0     -383.377 -82.9617 0     
85.1335 3.65261 0     11.2176 -14.059 0     1     0     1175.88 -801.227 0     
83.2731 3.66389 0     -5.49369 -4.64281 0     1     0     -824.435 -206.269 0     
83.126 4.83587 0     -4.82563 -7.69165 0     1     0     259.891 -181.54 0     
84.5409 10.4965 0     -12.5228 8.98869 0     1     0     -347.864 168.308 0     
84.3198 8.25304 0     5.54077 5.36843 0     1     0     215.537 136.307 0     
83.2045 8.97908 0     -5.13709 6.46538 0     1     0     1036.21 410.419 0     
84.4295 5.42307 0     -0.379158 7.40474 0     1     0     155.669 -1209.07 0     
86.0087 11.6769 0     -1.75408 -6.53993 0     1     0     -146.553 -285.657 0     
84.9323 14.6301 0     0.196262 -8.37217 0     1     0     -412.56 -203.213 0     
85.9216 7.7934 0     -5.59082 -5.63383 0     1     0     -263.491 541.941 0     
83.3008 13.541 0     -4.8686 -4.04696 0     1     0     -409.748 608.796 0     
87.2575 14.458 0     -5.65959 2.76708 0     1     0     -50.855 54.3341 0     
82.8812 14.6659 0     -8.97581 -5.8357 0     1     0     -249.781 -283.798 0     
87.8209 19.3952 0     12.1908 -1.14638 0     1     0     1559.45 1072.61 0     
88.6837 19.9371 0     -0.361614 -0.625688 0     1     0     -732.798 493.701 0     
84.5455 23.7682 0     1.72076 8.06769 0     1     0     1.74278 34.6453 0     
85.1309 16.4873 0     1.14387 5.28036 0     1     0     -232.594 431.447 0     
82.8495 17.2002 0     5.47114 10.2521 0     1     0     -605.812 34.7499 0     
80.8994 18.8044 0     -5.84814 3.96262 0     1     0     467.395 2101.78 0     
82.4559 21.328 0     6.89996 -1.14627 0     1     0     -541.055 225.025 0     
89.7536 24.1038 0     6.58063 10.0244 0     1     0     -427.416 -170.242 0     
94.4083 20.8625 0     -12.0141 7.57204 0     1     0     -1299.22 251.688 0     
82.9058 19.4074 0     7.27494 8.41109 0     1     0     -214.449 -130.476 0     
89.4782 16.6932 0     -2.21103 -5.6666 0     1     0     -327.619 -38.2684 0     
91.145 27.8726 0     1.55493 -5.54412 0     1     0     58.9989 -101.31 0     
93.7126 25.9669 0     17.6634 -6.78708 0     1     0     -254.685 -256.693 0     
89.815 22.5827 0     -8.11617 -2.77981 0     1     0     -109.046 142.891 0     
89.8851 28.3933 0     7.64881 11.2846 0     1     0     -293.389 -1255.49 0     
93.4738 44.5831 0     6.81143 5.86028 0     1     0     0.484615 -14.8424 0     
92.1789 28.8286 0     -2.00545 -6.90052 0     1     0     145.548 -22.7074 0     
93.0052 40.8465 0     1.04913 21.1434 0     1     0     -24.4722 -11.2236 0     
94.2696 19.8637 0     5.92193 1.83411 0     1     0     -84.4822 -28.6722 0     
90.5358 30.2077 0     -2.9836 0.38854 0     1     0     101.465 199.659 0     
89.3634 25.4137 0     -8.70114 -4.87792 0     1     0     -19.9071 -899.495 0     
97.2731 27.1824 0     15.2192 1.34827 0     1     0     -315.512 252.532 0     
85.4839 41.3769 0     9.65297 -1.56885 0     1     0     -7.30623 -19.5855 0     
90.2854 24.9765 0     9.14601 0.418928 0     1     0     355.187 135.78 0     
83.121 37.4743 0     -7.53771 13.0885 0     1     0     7.62242 -23.0513 0     
118.294 66.7129 0     8.04633 9.6067 0     1     0     -0.174124 -12.6307 0     
106.171 40.7123 0     -3.6999 5.55138 0     1     0     -307.801 286.581 0     
82.9377 43.3542 0     15.8636 -3.21898 0     1     0     193.622 -218.844 0     
121.947 50.1673 0     -1.8083 -1.91018 0     1     0     4.80918 -19.8024 0     
80.7334 41.4454 0     -23.8756 -1.54934 0     1     0     61.925 4.23297 0     
130.034 59.6864 0     -6.17115 1.39364 0     1     0     0.772721 -10.4552 0     
111.142 54.2548 0     9.38809 -15.5257 0     1     0     -1044.64 -1327 0     
85.0751 0.000225206 0     3.35646 0.0129994 0     1     0     8.57663 -924.061 0     
85.5362 0.821617 0     5.46449 9.09769 0     1     0     629.989 149.777 0     
84.2321 3.4221 0     2.93485 5.64935 0     1     0     -336.856 -570.993 0     
85.3167 1.75522 0     -3.26176 1.60966 0     1     0     -327.073 190.86 0     
84.9371 4.54849 0     6.07354 3.79983 0     1     0     202.441 1082.84 0     
85.9071 2.86908 0     -1.56568 0.31203 0     1     0     -1452.18 788.859 0     
81.9052 6.12081 0     3.26164 -2.471 0     1     0     892.715 174.938 0     
82.7985 6.76186 0     -5.47225 -16.7059 0     1     0     671.111 -37.4505 0     
83.9599 4.31756 0     -6.68064 -2.15988 0     1     0     309.123 995.134 0     
83.96 7.08635 0     13.1505 1.45344 0     1     0     296.9 -335.705 0     
82.9672 5.85851 0     0.566468 -2.50686 0     1     0     -2893.25 -1612.22 0     
85.1734 9.5932 0     13.5818 -1.50861 0     1     0     189.941 564.51 0     
85.5234 10.6217 0     0.612985 9.44835 0     1     0     -273.6 201.279 0     
83.9473 14.4105 0     -3.15913 0.362759 0     1     0     -146.176 -6.43292 0     
87.0595 9.55611 0     -2.85889 9.61004 0     1     0     1064.42 276.464 0     
86.4713 10.7115 0     -13.2933 5.54621 0     1     0     762.917 334.235 0     
86.1988 12.6696 0     -6.58552 3.28394 0     1     0     94.3835 27.9154 0     
82.4881 8.41722 0     9.75391 -4.96852 0     1     0     -129.792 -856.078 0     
85.7373 23.1696 0     1.89942 -4.45271 0     1     0     -587.973 -209.234 0     
85.1958 13.2844 0     -10.3713 3.57219 0     1     0     338.412 1414.92 0     
84.4859 22.6191 0     1.10083 -2.3491 0     1     0     666.678 239.768 0     
85.6048 21.0688 0     8.90557 9.12453 0     1     0     -1047.68 339.676 0     
85.3638 24.8896 0     -3.15151 -7.32645 0     1     0     -128.717 207.781 0     
86.0141 24.128 0     5.18205 4.45269 0     1     0     320.08 116.386 0     
88.7295 23.5855 0     11.6281 1.40269 0     1     0     412.285 -1393.58 0     
91.6684 23.5436 0     7.56521 -6.06957 0     1     0     125.387 251.598 0     
93.9937 17.0908 0     -7.95122 14.3634 0     1     0     672.755 -416.225 0     
86.939 30.8891 0     5.38573 -12.6731 0     1     0     -24.6246 -128.419 0     
92.2336 20.8172 0     5.31584 -10.7726 0     1     0     337.085 -81.4685 0     
90.3933 19.7746 0     -4.74042 -10.494 0     1     0     -78.2025 127.344 0     
96.8358 31.5122 0     2.59862 -2.74207 0     1     0     158.391 103.151 0     
93.4616 21.0144 0     5.62799 4.63862 0     1     0     -418.048 472.319 0     
95.6786 28.6524 0     9.5686 -1.45097 0     1     0     370.036 -42.36 0     
84.7286 33.8529 0     2.54907 -8.24331 0     1     0     -236.968 -104.457 0     
95.8869 31.5568 0     9.92957 1.49244 0     1     0     -259.727 -634.269 0     
89.4058 30.8077 0     -3.69101 -0.0546552 0     1     0     24.7358 -213.205 0     
91.1277 39.0055 0     -2.51598 5.20899 0     1     0     403.434 101.795 0     
80.668 34.78 0     -2.43726 -5.42244 0     1     0     290.152 -145.363 0     
87.9154 62.0686 0     -2.28779 -12.8445 0     1     0     3.63673 -7.30164 0     
85.5947 38.4931 0     -8.7809 2.72793 0     1     0     -49.093 -63.9639 0     
93.2216 36.7071 0     -6.38958 -12.5153 0     1     0     -155.056 -8.69387 0     
81.9116 37.7889 0     -7.49917 -15.0347 0     1     0     49.8774 -62.5595 0     
84.8681 42.5815 0     -10.0666 4.98364 0     1     0     -65.5913 -95.8246 0     
91.5765 51.8412 0     -18.9174 4.38404 0     1     0     -18.2503 11.8515 0     
83.4597 40.9898 0     5.69146 6.32833 0     1     0     174.786 88.5474 0     
83.1595 51.454 0     -2.95436 3.41502 0     1     0     336.643 351.803 0     
63.375 48.296 0     -10.0461 5.89775 0     1     0     6.08898 -20.8565 0     
129.213 62.0358 0     10.1085 -9.94938 0     1     0     -101.071 -17.7842 0     
67.6294 43.5908 0     -2.48764 14.8065 0     1     0     277.212 136.275 0     
126.516 46.1115 0     -1.50692 1.09295 0     1     0     1210.77 1010.87 0     
86.2405 0.000165173 0     -11.1033 -0.0954893 0     1     0     -1197.24 -413.289 0     
87.1596 4.17779e-06 0     -4.85205 -0.0147745 0     1     0     785.314 -70.3368 0     
86.5367 0.961149 0     4.98091 -1.98387 0     1     0     251.729 291.528 0     
86.2472 2.04044 0     -0.27546 10.2663 0     1     0     668.283 -1387.8 0     
84.8712 2.6651 0     -5.07977 1.06641 0     1     0     7.64844 -209.351 0     
87.1161 3.74828 0     0.824463 6.06437 0     1     0     1457.8 932.14 0     
86.1999 4.74867 0     -8.73777 -1.45714 0     1     0     -65.6625 158.755 0     
85.5474 5.5103 0     -3.16361 -3.27982 0     1     0     -107.96 256.512 0     
87.799 5.65043 0     -6.28424 -3.30321 0     1     0     104.536 112.45 0     
84.7085 6.31871 0     -1.99391 8.54317 0     1     0     918.756 693.117 0     
86.1397 6.86308 0     0.487797 11.7268 0     1     0     -285.266 -665.969 0     
83.7813 6.08934 0     0.893286 -6.0794 0     1     0     1998.9 1110.09 0     
84.8683 11.5567 0     9.65808 -12.5516 0     1     0     -560.11 -2113.6 0     
89.2471 8.97756 0     -6.11498 12.4455 0     1     0     26.0299 145.807 0     
90.1522 12.1116 0     -8.15826 -7.4551 0     1     0     -84.9066 35.9823 0     
89.2563 13.0772 0     -7.84889 8.10618 0     1     0     51.9125 -559.652 0     
90.1397 8.11183 0     -11.7105 -6.06871 0     1     0     303.635 825.625 0     
89.8857 10.8699 0     4.07125 13.0718 0     1     0     -462.364 565.14 0     
91.2315 12.6439 0     -19.0932 2.69329 0     1     0     -580.359 -591.798 0     
88.603 10.9338 0     -0.694328 -4.10632 0     1     0     288.372 -577.241 0     
86.9244 19.674 0     7.95999 10.175 0     1     0     -789.911 274.495 0     
85.6801 26.7935 0     0.242822 -14.5556 0     1     0     -123.138 1866.47 0     
88.8127 27.9764 0     -2.32772 -2.10816 0     1     0     -263.82 409.268 0     
88.8641 15.8048 0     8.87928 15.6058 0     1     0     618.092 -306.18 0     
91.8582 34.489 0     8.23241 3.47169 0     1     0     25.229 -20.8515 0     
91.876 16.426 0     -9.35215 4.66033 0     1     0     761.592 360.46 0     
89.6774 15.0187 0     -16.0504 8.11523 0     1     0     -1704.61 699.612 0     
89.379 19.3271 0     -0.516452 4.02357 0     1     0     590.376 -670.116 0     
94.3449 24.1037 0     -4.32083 4.92385 0     1     0     -289.582 656.641 0     
88.76 21.0389 0     -7.55874 2.03929 0     1     0     -572.267 -12.2183 0     
80.2399 20.9804 0     -4.95762 -4.36422 0     1     0     126.82 -59.4548 0     
91.4301 31.3319 0     -8.51248 2.33591 0     1     0     -15.8671 -6.34672 0     
92.9977 38.827 0     16.2555 2.67195 0     1     0     30.7791 93.3248 0     
92.957 29.8606 0     19.988 -9.61257 0     1     0     -40.2515 -253.412 0     
92.4233 35.6307 0     8.65395 -1.36605 0     1     0     -198.952 36.295 0     
93.5165 33.6652 0     -2.37806 -6.57019 0     1     0     -441.071 -509.643 0     
97.2033 37.2295 0     1.85941 -4.2103 0     1     0     24.0951 -40.3658 0     
95.2932 36.7278 0     3.18938 9.88432 0     1     0     -45.7282 35.411 0     
93.754 27.1833 0     4.95522 2.97938 0     1     0     -355.326 438.405 0     
94.2849 36.6746 0     5.27613 -2.51522 0     1     0     -113.968 -259.189 0     
99.8283 18.3531 0     -2.54139 3.08583 0     1     0     371.111 289.197 0     
102.417 38.2858 0     -7.27072 -10.4087 0     1     0     -123.807 505.006 0     
96.4179 42.4595 0     3.77445 18.7773 0     1     0     577.224 46.8277 0     
94.2653 34.2236 0     -17.48 -6.75685 0     1     0     667.898 492.341 0     
103.064 54.3103 0     0.657436 -20.3118 0     1     0     -0.102218 -12.2259 0     
82.8973 38.6983 0     0.00595022 -6.12318 0     1     0     448.132 -91.0473 0     
113.814 60.2576 0     7.29248 6.94891 0     1     0     -0.0549494 -12.6826 0     
84.4381 34.9019 0     -1.12174 9.55356 0     1     0     964.948 -151.678 0     
91.9403 58.587 0     -14.6583 -4.58626 0     1     0     -0.155012 -12.4767 0     
121.845 84.4562 0     -3.47874 5.36316 0     1     0     0.0522466 -11.4832 0     
88.1507 0.000170863 0     4.58758 -0.682578 0     1     0     -1917.08 -1341.33 0     
88.4851 0.840087 0     0.964908 -0.247352 0     1     0     1031.74 1265.11 0     
87.5844 1.10063 0     -20.1882 -3.35511 0     1     0     -487.421 -963.32 0     
87.2742 1.96138 0     9.82476 9.22479 0     1     0     -1155.65 785.786 0     
86.8436 2.8657 0     -1.33457 3.7033 0     1     0     434.697 -637.558 0     
89.0405 4.0948 0     1.07446 -7.02641 0     1     0     342.489 -603.455 0     
88.047 4.03386 0     2.45635 4.33584 0     1     0     -809.866 -2088.54 0     
87.2134 4.9295 0     3.06646 -4.66932 0     1     0     170.865 -1751.09 0     
86.7846 5.73994 0     5.67981 1.21614 0     1     0     -1001.17 579.83 0     
88.0021 6.57257 0     -0.100226 -3.37845 0     1     0     1643.75 136.464 0     
86.4303 8.83337 0     -1.7053 7.32729 0     1     0     -577.694 -632.342 0     
87.1285 6.63142 0     -1.98856 -17.2546 0     1     0     -1595.57 20.7422 0     
90.9599 8.72608 0     -1.2052 -9.54647 0     1     0     481.723 -979.786 0     
91.4445 9.54779 0     6.54096 -10.1076 0     1     0     -303.532 761.973 0     
93.7886 11.1337 0     12.2625 -1.33 0     1     0     547.6 268.703 0     
93.8174 14.9053 0     -3.22046 -8.73891 0     1     0     672.894 -32.363 0     
86.2824 15.1178 0     3.0853 1.57576 0     1     0     853.185 883.577 0     
90.6876 10.336 0     1.34508 1.90682 0     1     0     441.163 -424.622 0     
87.0551 11.7376 0     1.96223 -1.10968 0     1     0     49.1715 13.3476 0     
90.3215 13.1007 0     -5.9523 -12.0505 0     1     0     -511.137 -125.259 0     
87.6466 21.5415 0     -0.228448 -5.51334 0     1     0     -74.5789 367.783 0     
82.1931 20.3489 0     -2.77682 -11.177 0     1     0     237.974 -116.658 0     
81.4922 21.9223 0     11.1997 -4.32838 0     1     0     314.246 5.14032 0     
88.71 22.5877 0     8.45874 -3.89833 0     1     0     -22.3888 -404.928 0     
89.1388 14.0311 0     2.86637 1.57966 0     1     0     -925.169 360.243 0     
86.593 17.6449 0     -8.13579 4.33514 0     1     0     -2241.2 493.442 0     
87.0692 15.8222 0     -12.9178 -2.99729 0     1     0     311.148 -875.599 0     
93.2684 17.6673 0     8.73066 0.238959 0     1     0     -468.628 684.408 0     
92.1323 19.5861 0     -2.29265 -5.50073 0     1     0     558.542 422.918 0     
88.158 16.4516 0     -3.77834 -8.32561 0     1     0     -444.968 324.928 0     
91.8699 18.5036 0     5.78939 -7.67149 0     1     0     1341.51 246.026 0     
88.625 17.4383 0     -2.96807 10.7321 0     1     0     15.0511 -193.905 0     
92.5675 27.6188 0     0.132552 -6.35063 0     1     0     -76.8516 269.978 0     
90.2609 33.5556 0     13.218 14.4045 0     1     0     656.004 364.772 0     
91.9887 22.6268 0     2.57554 -1.10269 0     1     0     541.704 -371.085 0     
101.399 39.7924 0     4.11389 3.76866 0     1     0     -630.922 -958.212 0     
102.549 39.5608 0     -0.468841 3.65193 0     1     0     -54.218 -399.993 0     
91.7128 26.7286 0     2.06797 13.8682 0     1     0     539.308 835.55 0     
96.9371 28.6414 0     12.4843 -7.2974 0     1     0     -136.562 -127.476 0     
88.4538 36.8014 0     2.78048 -13.601 0     1     0     -256.025 -383.824 0     
73.8894 37.7871 0     -4.12595 7.01354 0     1     0     -239.142 131.13 0     
87.5512 43.6845 0     -0.885 1.5826 0     1     0     13.8666 -272.481 0     
82.4845 40.5965 0     -14.7929 -3.14443 0     1     0     -130.386 -14.68 0     
93.2664 47.4246 0     11.763 -0.213994 0     1     0     2.3467 -14.5647 0     
87.1715 68.6591 0     -2.04776 -1.64846 0     1     0     14.7095 -28.7308 0     
81.9892 26.8266 0     -7.33688 -8.42874 0     1     0     -13.7436 110.025 0     
97.9528 66.6982 0     -7.84278 2.35669 0     1     0     0.186665 -12.4056 0     
70.6527 41.2899 0     -4.88293 2.7285 0     1     0     10.8754 -13.5767 0     
80.9432 52.3573 0     14.3727 -2.03096 0     1     0     -406.366 185.711 0     
99.9927 80.6414 0     4.03925 -38.3607 0     1     0     -1.93775 -13.1749 0     
89.0329 0.000241115 0     -6.92409 0.00103188 0     1     0     1498.04 -792.63 0     
89.4942 0.852464 0     -9.4997 7.69305 0     1     0     353.232 606.371 0     
88.1957 1.9714 0     11.1982 -1.72828 0     1     0     811.07 87.7106 0     
88.8727 2.92762 0     -8.57537 0.815256 0     1     0     -300.8 270.499 0     
87.881 3.03008 0     10.5688 -2.5361 0     1     0     -59.2815 -279.356 0     
90.2349 3.5666 0     -11.2785 -0.724186 0     1     0     483.754 -26.7797 0     
88.8923 6.96275 0     -0.44207 8.28278 0     1     0     212.735 485.504 0     
88.7539 5.91531 0     -6.5872 -11.8065 0     1     0     -494.061 -410.319 0     
86.8966 7.57182 0     -11.1128 -0.120688 0     1     0     -431.719 -359.487 0     
87.3224 8.38877 0     -2.0294 0.733566 0     1     0     469.585 941.985 0     
88.3603 4.83635 0     -13.714 7.25872 0     1     0     432.153 2249.04 0     
90.0538 7.18442 0     -1.96124 -1.23463 0     1     0     -287.869 -645.948 0     
91.0308 7.43852 0     4.73601 -6.83963 0     1     0     -1003.77 -780.779 0     
90.2242 9.3059 0     3.39601 -0.616517 0     1     0     -347.313 441.748 0     
90.8105 11.3708 0     0.623561 3.21112 0     1     0     -368.219 224.336 0     
87.6003 10.5493 0     8.99271 8.06422 0     1     0     -134.556 95.2531 0     
92.8345 13.8122 0     -5.35864 -4.14099 0     1     0     287.059 -890.142 0     
85.1907 12.3798 0     -8.01783 5.64223 0     1     0     617.373 576.568 0     
87.0586 16.7621 0     0.189557 5.85709 0     1     0     -309.467 -397.635 0     
94.9647 13.9344 0     -7.04678 -6.40896 0     1     0     -42.7119 509.263 0     
88.0045 15.2689 0     -5.50923 2.78866 0     1     0     -140.392 -207.404 0     
85.8447 14.323 0     -8.90276 4.99203 0     1     0     -258.449 -1286.16 0     
85.0928 26.0755 0     -9.15354 6.87231 0     1     0     -256.692 -875.383 0     
88.0954 13.7523 0     5.18778 0.717229 0     1     0     -1.13172 659.782 0     
89.5935 20.3688 0     1.32291 -7.63351 0     1     0     48.2734 57.3818 0     
94.9198 15.1117 0     5.72771 -7.25781 0     1     0     -577.202 25.2889 0     
86.859 25.1719 0     -2.96301 12.5906 0     1     0     18.2594 -22.7759 0     
99.1944 19.2051 0     -2.05096 7.31008 0     1     0     815.272 704.525 0     
92.7608 30.8924 0     -10.4544 -4.85022 0     1     0     120.664 278.442 0     
88.2135 18.3884 0     -4.03715 4.60529 0     1     0     769.379 -94.2827 0     
93.0788 22.7702 0     1.0211 -3.02381 0     1     0     -43.3157 359.323 0     
94.8213 21.925 0     -8.65551 6.37136 0     1     0     585.828 -496.471 0     
100.002 30.1712 0     6.4991 2.34688 0     1     0     115.782 -490.377 0     
99.7421 31.1145 0     12.6468 7.4735 0     1     0     23.6015 534.306 0     
111.575 39.4831 0     10.6482 12.3947 0     1     0     178.298 -171.811 0     
90.9383 35.1187 0     2.94178 -5.67564 0     1     0     -58.2827 27.866 0     
87.4577 34.1705 0     -3.73142 -0.953847 0     1     0     -127.772 -66.0569 0     
102.767 35.5302 0     -8.4215 3.04417 0     1     0     -98.3644 -29.2234 0     
92.249 48.2592 0     15.9131 1.34877 0     1     0     -1.34594 -11.5131 0     
99.07 29.4727 0     2.30287 3.71268 0     1     0     203.112 404.037 0     
92.9965 34.5374 0     -5.51092 10.9458 0     1     0     -242.051 0.216563 0     
95.1598 38.1819 0     -2.79564 -4.97427 0     1     0     -26.6915 20.035 0     
86.4976 42.0988 0     10 7.12592 0     1     0     -1706.53 -3256.32 0     
80.149 35.9214 0     -5.18094 0.503844 0     1     0     -10.1503 173.087 0     
80.4773 50.2027 0     -2.4753 -2.19945 0     1     0     0.582989 -12.0189 0     
60.4394 51.076 0     -1.94956 9.5953 0     1     0     -2.24921 -13.7368 0     
80.7596 43.7818 0     4.62079 7.1208 0     1     0     324.185 344.786 0     
78.8676 42.0009 0     -3.94867 -2.08328 0     1     0     72.3974 300.434 0     
76.5423 78.2041 0     -6.05291 37.9217 0     1     0     -0.0160924 -11.2302 0     
87.9155 45.9797 0     -2.92563 13.2775 0     1     0     -0.0343026 -11.2123 0     
90.0643 9.02126e-05 0     -3.4001 -0.356848 0     1     0     -17.1645 -725.926 0     
90.6594 0.752856 0     -5.7405 0.573125 0     1     0     150.861 627.388 0     
89.1796 1.93104 0     -4.43576 -4.13766 0     1     0     -12.0403 -323.939 0     
91.0229 2.64509 0     -3.18595 10.8046 0     1     0     -1041.81 1430.65 0     
89.8203 2.72757 0     0.250054 4.25642 0     1     0     309.006 -521.283 0     
87.9371 7.55059 0     3.55146 1.70432 0     1     0     225.631 237.295 0     
88.3247 8.55653 0     -0.927711 -0.455585 0     1     0     -139.389 144.733 0     
91.7047 11.0816 0     1.6572 10.1726 0     1     0     614.105 -82.7623 0     
89.174 7.97779 0     -5.23102 -0.186661 0     1     0     -286.636 -417.359 0     
92.4394 7.23709 0     -6.83125 -1.76061 0     1     0     332.598 -142.792 0     
91.703 6.56645 0     -4.95048 7.65645 0     1     0     -50.2813 -256.678 0     
88.3479 9.80081 0     -2.14901 -1.73438 0     1     0     10.0045 -152.536 0     
90.6958 6.31504 0     2.10722 -0.956282 0     1     0     25.8253 153.715 0     
92.8513 6.29542 0     4.43209 -0.836072 0     1     0     -95.0672 556.366 0     
92.0016 13.1882 0     -8.16765 7.16953 0     1     0     597.869 -24.2161 0     
90.9972 13.7811 0     -3.66453 6.35606 0     1     0     253.38 296.197 0     
94.5497 10.5123 0     2.49618 -7.51212 0     1     0     350.058 -267.365 0     
92.2003 10.1968 0     -2.14959 -2.46395 0     1     0     -142.936 -139.755 0     
87.3257 13.0292 0     -0.457477 -1.19473 0     1     0     -184.62 -598.425 0     
96.3823 16.8399 0     2.92561 -3.86709 0     1     0     -179.367 66.7559 0     
95.8784 15.0641 0     3.13815 -1.48931 0     1     0     409.121 108.353 0     
92.88 14.7325 0     -5.95017 -9.45068 0     1     0     -494.312 449.161 0     
88.2188 12.8069 0     -2.58997 7.51793 0     1     0     1048.3 -757.225 0     
85.3956 22.1755 0     -0.143725 8.25951 0     1     0     279.613 -98.6575 0     
90.6603 15.0847 0     -5.25802 9.75044 0     1     0     530.372 -536.442 0     
89.6505 21.3919 0     -1.54781 9.40569 0     1     0     218.045 663.557 0     
83.1703 23.729 0     -3.42641 9.92059 0     1     0     446.035 453.664 0     
80.8588 25.0628 0     7.02778 -5.74649 0     1     0     747.511 -566.931 0     
91.058 18.0973 0     5.54329 -5.012 0     1     0     -901.517 -836.15 0     
91.2404 19.2762 0     -1.91533 9.38675 0     1     0     -575.165 -401.755 0     
93.4602 24.7728 0     -5.39254 -1.44325 0     1     0     40.7356 264.51 0     
91.1261 28.9272 0     6.71074 4.0842 0     1     0     -11.6942 130.971 0     
87.5848 22.7417 0     -1.79998 6.03304 0     1     0     562.289 -245.826 0     
91.3714 20.272 0     -1.3214 0.923052 0     1     0     -196.145 294.019 0     
102.515 32.1353 0     -8.12848 11.3555 0     1     0     675.389 -34.0514 0     
102.462 25.4135 0     -5.06849 -0.716862 0     1     0     -406.421 18.2011 0     
99.6035 38.3127 0     -5.27806 0.794025 0     1     0     -514.141 -6.68653 0     
104.941 40.3754 0     -5.3939 -2.48592 0     1     0     -0.643203 -13.7166 0     
105.145 32.3379 0     -1.22733 1.13012 0     1     0     153.358 161.819 0     
97.4009 46.7632 0     -11.3476 2.42574 0     1     0     -893.91 -344.119 0     
86.1621 55.1542 0     -14.3132 9.00203 0     1     0     -0.350623 -13.0168 0     
99.4218 43.7958 0     -4.95128 9.39632 0     1     0     -343.542 -140.634 0     
87.0673 40.5769 0     -5.17691 -6.45432 0     1     0     -6.48698 -13.1089 0     
97.8468 28.0083 0     -13.7019 6.26126 0     1     0     -194.5 -124.053 0     
91.2937 47.2854 0     -12.1163 0.28604 0     1     0     0.763015 -12.8594 0     
94.4971 46.6706 0     5.69987 8.39879 0     1     0     -15.0158 16.2831 0     
109.487 47.9815 0     1.74368 5.98048 0     1     0     -0.143517 -12.4315 0     
82.9752 54.4518 0     -14.509 -9.44321 0     1     0     0.0766342 -12.0879 0     
90.8577 73.3942 0     -1.28303 -4.78124 0     1     0     0.252412 -12.6772 0     
86.5474 50.8594 0     10.5762 5.5687 0     1     0     -68.5252 -30.2997 0     
91.3283 0.00023813 0     12.7064 -0.000383639 0     1     0     -461.9 -918.214 0     
91.7747 0.836131 0     9.68563 -3.58605 0     1     0     -154.416 756.358 0     
91.2409 1.78259 0     -1.32737 -9.02956 0     1     0     551.938 -1909.99 0     
90.1795 1.72757 0     5.43077 0.548511 0     1     0     184.5 -77.9279 0     
90.9568 4.39054 0     5.61311 -2.24494 0     1     0     472.474 -274.91 0     
93.4099 4.67017 0     -8.90169 3.51305 0     1     0     156.986 -21.6262 0     
92.155 12.0748 0     0.11728 -0.858626 0     1     0     -452.806 130.594 0     
89.3024 5.0809 0     -0.983225 5.09919 0     1     0     -174.509 947.473 0     
94.669 5.74358 0     -0.823175 -2.63896 0     1     0     45.868 -110.661 0     
93.1397 10.4177 0     -7.86126 -4.53351 0     1     0     -69.7989 69.6402 0     
94.3167 12.1322 0     -9.20897 -2.94131 0     1     0     -13.0203 -571.653 0     
91.7799 7.93842 0     9.39407 0.792532 0     1     0     772.086 806.209 0     
92.1039 8.86052 0     -0.452808 -5.86423 0     1     0     347.597 49.3964 0     
95.6115 9.29595 0     -11.8201 3.56788 0     1     0     166.451 81.9314 0     
