# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius   output_baseName
25            0.0005       500           3                output

particles:
# origin             velocity         mass    type     old_force
97.1475 54.6746 0     -16.2834 -10.147 0     1     0     19.0077 8.15887 0     
91.7013 1.86828 0     1.29098 -11.5964 0     1     0     -75.6513 504.577 0     
92.6684 1.98456 0     8.02539 -0.461655 0     1     0     196.939 -364.464 0     
92.0481 2.97465 0     -5.53554 -1.30683 0     1     0     1222.77 -542.791 0     
93.0469 2.87317 0     6.4781 5.83222 0     1     0     56.4183 367.08 0     
91.9017 5.74594 0     2.63889 3.65871 0     1     0     -349.136 226.181 0     
92.8753 7.5592 0     -4.69118 -2.20708 0     1     0     476.969 1759.13 0     
92.4114 6.79397 0     -0.0678855 -0.84901 0     1     0     -631.645 -1401.36 0     
90.4164 8.34954 0     1.15129 -6.69283 0     1     0     -664.105 313.018 0     
93.4116 6.75602 0     -2.49779 -4.53173 0     1     0     533.271 -691.525 0     
92.2623 8.54519 0     -0.534439 -0.0632781 0     1     0     1392.39 -47.5432 0     
94.0841 9.37058 0     -2.59309 -4.29267 0     1     0     -591.202 174.582 0     
93.813 14.2536 0     7.90587 1.29769 0     1     0     176.931 -44.3768 0     
92.7886 11.3754 0     4.25733 9.77556 0     1     0     364.792 -421.7 0     
96.3453 15.2539 0     -9.87378 6.18564 0     1     0     -412.837 -1013.16 0     
94.6433 13.5834 0     2.63928 8.4257 0     1     0     -311.142 717.488 0     
95.3237 10.6665 0     3.2426 0.12533 0     1     0     167.914 -103.489 0     
98.7456 12.7063 0     14.2328 0.388316 0     1     0     -330.103 228.289 0     
97.4307 12.5362 0     6.62975 -3.35547 0     1     0     441.967 -158.883 0     
97.4981 15.6448 0     -3.08524 6.82159 0     1     0     153.5 -256.353 0     
94.6605 25.8883 0     0.375879 -4.18818 0     1     0     -264.331 2779.61 0     
90.9063 16.5273 0     -4.68989 1.01736 0     1     0     343.459 1249.4 0     
98.6968 21.4296 0     -1.92683 -0.430773 0     1     0     -195.796 -241.008 0     
96.3963 23.829 0     -5.73614 5.78268 0     1     0     456.261 954.658 0     
93.1169 23.6113 0     -0.151409 -6.18936 0     1     0     -167.638 -835.585 0     
96.3396 21.5983 0     -3.24858 -3.22531 0     1     0     228.582 51.0935 0     
93.6107 16.1856 0     3.38799 -0.826538 0     1     0     -108.364 143.08 0     
97.5915 21.4131 0     -13.0701 7.31324 0     1     0     213.852 675.934 0     
95.5091 20.533 0     -3.78502 8.93267 0     1     0     10.4446 -971.955 0     
92.8572 17.1132 0     0.569531 0.176905 0     1     0     84.7363 -205.348 0     
95.3837 32.5236 0     3.4574 -9.55524 0     1     0     -304.085 159.194 0     
83.6657 26.3809 0     -4.89664 -2.16474 0     1     0     -8.8561 30.2083 0     
90.8083 35.2042 0     0.592143 -1.03538 0     1     0     30.931 -45.4636 0     
85.7714 34.0729 0     -12.4845 13.3288 0     1     0     24.9423 -2.8495 0     
90.0689 26.5681 0     -6.90449 -1.12261 0     1     0     -117.732 -7.2016 0     
86.4289 31.6429 0     1.88928 0.979029 0     1     0     -82.2401 -359.758 0     
87.8325 34.3721 0     3.90134 -1.10438 0     1     0     730.78 -386.942 0     
79.3268 35.2166 0     -7.29903 -3.64395 0     1     0     -517.547 -891.853 0     
84.3362 31.4004 0     -5.92957 -4.44424 0     1     0     -64.4454 119.36 0     
85.164 41.2961 0     -12.0148 -1.09985 0     1     0     -25.5669 -48.2891 0     
82.0617 41.9706 0     8.53843 11.4683 0     1     0     121.923 -125.309 0     
92.6497 47.54 0     -17.6546 10.6032 0     1     0     -0.125537 -14.0959 0     
72.2899 39.1704 0     13.3189 -3.39462 0     1     0     -398.44 763.908 0     
90.0068 53.6286 0     -9.56713 4.90945 0     1     0     -40.5905 -3.35306 0     
89.7999 40.8728 0     10.7433 -10.7048 0     1     0     940.492 765.105 0     
98.5608 47.9814 0     -2.12142 5.44254 0     1     0     -574.3 14.5783 0     
74.1917 50.5904 0     6.69108 -1.13759 0     1     0     270 535.022 0     
92.6618 51.9035 0     10.3796 5.62679 0     1     0     -146.11 -24.0351 0     
126.053 51.593 0     -19.3799 3.45066 0     1     0     15.1164 -19.9802 0     
75.5283 43.4715 0     -2.21928 3.89145 0     1     0     -9.22479 -3.0069 0     
81.6353 58.711 0     20.9383 -5.39138 0     1     0     -1.40864 -11.6661 0     
92.1423 1.00688 0     0.202914 2.02937 0     1     0     992.939 -255.61 0     
93.1924 1.0273 0     1.31148 4.29115 0     1     0     -94.8975 -296.309 0     
93.7323 1.8313 0     1.00115 2.12767 0     1     0     298.88 293.928 0     
94.3826 3.73521 0     8.19872 10.9359 0     1     0     1627.48 -801.399 0     
92.3591 4.90051 0     4.5127 -0.632395 0     1     0     37.6276 -593.706 0     
92.5887 3.81788 0     -0.884795 -15.3797 0     1     0     -412.741 259.001 0     
94.1355 5.84442 0     1.68611 1.30929 0     1     0     -697.655 -233.384 0     
91.3464 8.57636 0     -5.62774 1.52022 0     1     0     -747.877 180.482 0     
95.1053 5.82113 0     2.44801 -6.55179 0     1     0     503.805 -375.709 0     
96.274 7.91238 0     8.14981 -3.33449 0     1     0     -153.939 -95.0377 0     
95.1692 7.61419 0     -2.53109 6.57324 0     1     0     -31.9191 228.44 0     
94.3671 8.41879 0     -3.0047 5.48346 0     1     0     981.271 414.429 0     
96.0324 9.62767 0     6.17364 -9.4374 0     1     0     95.2483 44.7573 0     
95.1031 12.7578 0     7.63204 -9.04206 0     1     0     1093.09 -548.915 0     
98.2564 11.7612 0     -2.69812 -6.16105 0     1     0     -192.685 338.252 0     
95.944 13.5567 0     2.28644 5.42889 0     1     0     -906.745 -232.272 0     
100.697 16.4208 0     1.6504 -4.22071 0     1     0     -2224.16 -145.931 0     
98.0542 17.6597 0     0.394895 1.60782 0     1     0     -191.077 90.8934 0     
98.1798 19.1108 0     -6.42271 5.73653 0     1     0     141.094 -4.28961 0     
98.5595 15.7554 0     -6.44311 2.0202 0     1     0     -1070.13 995.635 0     
97.9452 13.4896 0     -0.414686 0.652154 0     1     0     115.81 87.8771 0     
98.1041 20.5018 0     3.05145 -1.24924 0     1     0     293.101 -49.3028 0     
97.4264 19.7574 0     10.935 5.62256 0     1     0     -226.677 -429.897 0     
91.8592 24.1748 0     0.971837 -4.33172 0     1     0     -878.557 -283.633 0     
93.7846 29.9055 0     -0.188593 -4.26285 0     1     0     -103.6 43.9095 0     
98.258 22.5143 0     5.30451 0.768964 0     1     0     -40.738 18.497 0     
91.553 28.4943 0     3.46987 -1.10336 0     1     0     -265.898 318.328 0     
93.7083 26.1461 0     -3.03499 -6.56977 0     1     0     88.1778 215.026 0     
87.6924 32.0243 0     -3.08977 1.68234 0     1     0     171.954 -48.7779 0     
88.5649 33.2828 0     -1.48619 -1.14485 0     1     0     -127.964 171.928 0     
101.131 34.7269 0     -3.5473 9.73574 0     1     0     -162.133 87.0254 0     
92.4171 40.3763 0     2.27757 -11.9656 0     1     0     -429.325 -435.613 0     
86.152 29.0874 0     -8.06063 10.987 0     1     0     141.89 -29.5383 0     
100.09 34.5768 0     6.83817 -0.036567 0     1     0     -186.379 35.7152 0     
99.1041 33.0218 0     -3.47657 6.34382 0     1     0     -34.604 -38.4753 0     
88.3192 31.1594 0     -4.41325 2.43364 0     1     0     -691.178 -135.878 0     
86.2099 30.5517 0     5.53109 0.777332 0     1     0     116.959 -216.944 0     
89.0608 41.4696 0     3.00874 18.6204 0     1     0     -653.015 408.783 0     
101.817 32.3574 0     -9.09277 -7.70974 0     1     0     538.117 -89.9774 0     
99.3873 37.7708 0     0.327195 -1.42701 0     1     0     32.6587 143.415 0     
99.5004 41.7634 0     5.04947 18.3533 0     1     0     54.2421 -30.8791 0     
93.3714 60.3453 0     14.3511 10.8135 0     1     0     -0.129213 -12.7095 0     
83.6718 47.0311 0     -9.71042 -1.11636 0     1     0     0.384499 -13.3886 0     
87.77 58.8181 0     3.41997 1.82669 0     1     0     -1.67277 -13.067 0     
106.351 50.6476 0     -4.55315 15.2752 0     1     0     -15.3054 5.69534 0     
90.0384 45.5161 0     -6.51395 6.12422 0     1     0     11.4725 90.6146 0     
152.748 52.7307 0     -1.03533 3.79658 0     1     0     0.934974 -10.8653 0     
144.611 77.4823 0     9.3312 20.3531 0     1     0     -0.0340481 -12.4863 0     
108.329 58.1705 0     -27.8124 -11.5595 0     1     0     0.102409 -12.4826 0     
111.035 67.1813 0     20.8663 -9.57887 0     1     0     0.247632 -12.0535 0     
94.4397 0.999862 0     2.02565 -1.47741 0     1     0     -103.508 -6.62989 0     
94.9815 1.84571 0     -4.60288 -2.14794 0     1     0     -315.004 -210.37 0     
94.0051 2.82882 0     -3.6075 -1.70787 0     1     0     337.697 -330.219 0     
95.0828 2.81089 0     0.164118 -5.419 0     1     0     -53.9055 333.974 0     
95.9584 3.33715 0     0.967637 1.09411 0     1     0     -612.162 64.67 0     
94.4475 4.77463 0     9.53491 2.43035 0     1     0     -216.168 85.9233 0     
92.9006 5.85669 0     -2.88044 4.07113 0     1     0     15.9953 299.488 0     
93.3859 5.02067 0     -4.81097 -3.55828 0     1     0     335.037 -449.01 0     
95.6839 6.70744 0     -7.37533 2.32092 0     1     0     378.397 -11.6583 0     
93.8902 7.61954 0     -11.6979 4.94477 0     1     0     -3.37907 -548.349 0     
97.1792 9.7729 0     -3.43161 -2.13501 0     1     0     -106.405 15.2261 0     
93.7755 11.6297 0     2.07627 2.31496 0     1     0     -456.176 176.325 0     
96.9217 13.3759 0     -1.45364 7.06954 0     1     0     335.023 -206.17 0     
96.418 10.6142 0     1.39065 -2.96729 0     1     0     68.5467 1.84343 0     
98.9429 13.8766 0     3.82389 4.78033 0     1     0     123.392 -560.006 0     
99.6481 12.3415 0     -0.598978 -7.44343 0     1     0     223.702 72.3154 0     
99.3561 15.3153 0     -1.16164 2.11885 0     1     0     729.982 -369.829 0     
100.273 15.5621 0     -2.34843 -13.0427 0     1     0     317.03 -319.451 0     
99.5992 16.3748 0     -0.843244 -4.37799 0     1     0     -75.9899 -658.139 0     
99.2184 20.3419 0     1.07301 3.12103 0     1     0     -172.901 181.454 0     
96.0964 26.6108 0     7.44872 6.20866 0     1     0     -119.812 -273.544 0     
99.1831 19.3333 0     2.96828 13.1874 0     1     0     33.6115 -6.59196 0     
93.306 33.1147 0     -3.81882 -6.88448 0     1     0     -1524.65 669.846 0     
97.1361 24.6767 0     5.78665 -2.78665 0     1     0     448.666 -862.992 0     
99.9666 23.0605 0     -5.8144 -3.50807 0     1     0     -191.883 -153.141 0     
103.142 23.558 0     8.19205 -3.16967 0     1     0     -194.204 -345.853 0     
95.166 22.5022 0     -4.27786 1.53546 0     1     0     -237.858 -55.3317 0     
95.3551 31.2342 0     0.203779 3.67884 0     1     0     368.923 96.4421 0     
92.8322 29.2341 0     -4.20634 3.78066 0     1     0     -219.634 77.9209 0     
91.3858 40.9354 0     1.74368 13.205 0     1     0     -680.029 -710.53 0     
91.6165 32.9322 0     -0.0741635 7.41865 0     1     0     563.412 -12.7445 0     
95.8782 36.4422 0     -5.82409 -0.380895 0     1     0     -1008.06 1255.63 0     
96.2041 31.9491 0     13.9566 -3.37672 0     1     0     192.118 -234.14 0     
92.1619 35.0737 0     -11.6517 1.82308 0     1     0     -111.889 44.2677 0     
100.454 58.051 0     0.152828 8.40206 0     1     0     0.373508 -13.6533 0     
98.293 30.1302 0     1.00618 -15.6846 0     1     0     1293.47 -421.451 0     
102.132 34.6508 0     4.30959 -7.79661 0     1     0     388.69 162.505 0     
100.01 36.9427 0     -4.19532 -2.0763 0     1     0     112.813 -146.84 0     
91.4793 42.081 0     -16.5179 9.17067 0     1     0     -83.8863 262.874 0     
95.66 46.8043 0     -2.1536 2.94308 0     1     0     -47.3205 45.3639 0     
97.599 29.3622 0     -7.69281 1.83045 0     1     0     859.945 155.447 0     
96.8177 38.9377 0     -0.687374 -2.77155 0     1     0     39.2187 21.1209 0     
89.4479 46.6966 0     4.68449 -8.89036 0     1     0     0.49373 -12.2754 0     
66.9614 55.9299 0     -0.72165 7.08877 0     1     0     6.54494 35.624 0     
83.8904 64.7586 0     -20.9894 2.65753 0     1     0     0 -12.44 0     
145.051 48.969 0     0.0874143 8.94652 0     1     0     -20.235 11.6371 0     
95.0278 50.4063 0     12.9721 16.8837 0     1     0     -1.83999 -13.1119 0     
86.9754 42.4926 0     -7.34799 -19.7485 0     1     0     962.698 -1043.12 0     
113.452 47.2185 0     2.1657 3.30811 0     1     0     114.393 206.584 0     
164.659 53.4356 0     12.3918 -10.9284 0     1     0     -67.1607 132.615 0     
95.7416 1.117 0     -2.23351 3.68624 0     1     0     -462.531 -800.829 0     
97.6616 1.01958 0     -1.6053 -5.30342 0     1     0     396.011 120.156 0     
97.0514 1.92944 0     4.59436 6.86202 0     1     0     24.6172 230.259 0     
95.9747 2.0302 0     4.04671 5.89412 0     1     0     433.742 851.957 0     
96.724 0.950943 0     1.31871 -0.515132 0     1     0     -513.883 351.889 0     
96.8318 3.08678 0     1.18211 4.33859 0     1     0     -542.443 -676.516 0     
95.2451 3.98251 0     -0.426603 -2.90215 0     1     0     746.404 -220.551 0     
95.4464 4.8886 0     4.61998 -1.67564 0     1     0     39.0186 820.74 0     
97.3242 6.19544 0     -5.13278 -2.80506 0     1     0     192.499 -282.607 0     
94.6773 6.67785 0     5.34629 1.6194 0     1     0     -445.369 765.432 0     
97.9105 8.76648 0     5.67568 -1.3791 0     1     0     4.03313 414.82 0     
96.2827 12.5798 0     0.0877974 -3.71631 0     1     0     -173.65 -223.541 0     
99.884 13.2967 0     -1.42953 -3.94046 0     1     0     54.5808 322.308 0     
100.824 14.7237 0     -9.19147 2.32711 0     1     0     -32.3506 414.859 0     
94.9678 9.70144 0     -7.96296 3.9875 0     1     0     372.059 323.705 0     
100.869 13.7797 0     -1.56672 9.78613 0     1     0     -594.712 -783.137 0     
101.17 17.2054 0     0.125971 3.09566 0     1     0     534.573 1126.59 0     
100.761 18.1305 0     1.3721 -11.3965 0     1     0     442.342 -44.493 0     
99.7986 21.3164 0     13.023 -3.49132 0     1     0     -311.506 -274.245 0     
101.222 19.1822 0     0.840923 3.79712 0     1     0     69.8076 -652.479 0     
96.9048 17.5122 0     -5.91451 2.10754 0     1     0     0.0962374 72.8732 0     
99.331 22.1903 0     -3.73194 -9.02616 0     1     0     16.723 538.749 0     
95.8413 25.0325 0     -2.533 -0.375665 0     1     0     200.602 -113.135 0     
98.295 25.5159 0     -0.64948 -14.0444 0     1     0     -125.557 -29.008 0     
102.848 25.3623 0     3.41705 3.26824 0     1     0     -142.556 -114.128 0     
98.8843 23.5469 0     1.52277 2.14464 0     1     0     -7.90018 -59.1302 0     
100.243 20.4488 0     -4.71278 -5.36013 0     1     0     273.067 -284.758 0     
92.1664 23.1656 0     -8.40266 1.78068 0     1     0     65.7457 -193.448 0     
91.2404 36.4389 0     1.80917 -11.0664 0     1     0     -1.45707 -10.8398 0     
95.8359 33.5823 0     -5.48917 -1.61747 0     1     0     155.894 -192.665 0     
92.2089 27.7596 0     7.21478 -5.26314 0     1     0     987.291 73.6039 0     
100.309 26.4146 0     -9.98259 -2.85636 0     1     0     -695.935 1196.64 0     
97.3777 35.2235 0     -5.29291 -1.1717 0     1     0     -117.103 90.6822 0     
97.5736 36.7295 0     -3.19958 -14.0535 0     1     0     481.797 -718.591 0     
87.0565 24.2423 0     4.02428 -8.04411 0     1     0     -647.854 -123.46 0     
81.7922 35.6378 0     -4.06106 6.79274 0     1     0     -100.036 -79.0462 0     
99.6995 28.5176 0     10.8894 5.79886 0     1     0     370.322 -385.36 0     
93.715 51.9803 0     -4.04713 4.46494 0     1     0     145.822 -3.99671 0     
93.8971 45.8898 0     -5.54628 10.4702 0     1     0     -556.974 -677.331 0     
95.983 38.1711 0     2.76735 -0.138662 0     1     0     -41.6405 -39.1769 0     
95.7285 28.7026 0     -8.85341 -6.47447 0     1     0     23.2343 195.712 0     
94.752 38.3267 0     11.1157 -3.21843 0     1     0     -224.626 -602.426 0     
117.564 50.9267 0     -8.02391 -9.53171 0     1     0     -145.096 454.926 0     
89.9326 49.1973 0     -8.48976 0.518522 0     1     0     130.689 -4.33166 0     
115.028 49.9781 0     3.51105 -4.93501 0     1     0     -135.984 39.8502 0     
87.6496 56.2203 0     16.7663 9.3596 0     1     0     -0.592232 -11.7692 0     
89.1635 42.5413 0     2.70245 -3.32427 0     1     0     961.829 -348.374 0     
75.3411 65.4172 0     -22.028 12.5253 0     1     0     -0.538984 -13.0835 0     
104.773 42.847 0     -12.7702 -0.955646 0     1     0     -24.9468 -34.0558 0     
60.2609 60.124 0     6.97546 -1.03864 0     1     0     -0.0363832 -12.6123 0     
98.6285 1.2007 0     4.23457 7.42815 0     1     0     -243.914 -369.63 0     
98.1215 2.11122 0     8.04741 5.55234 0     1     0     99.9103 -965.848 0     
99.2394 1.94334 0     3.7184 -11.3061 0     1     0     -1306.01 645.467 0     
97.7222 2.95814 0     1.79087 2.12097 0     1     0     48.4488 -77.426 0     
98.2094 3.79029 0     13.22 9.90002 0     1     0     836.81 567.154 0     
97.0684 5.23497 0     -0.226044 -7.95804 0     1     0     -263.992 -448.505 0     
93.5468 3.93518 0     1.22727 2.98777 0     1     0     -2258.27 709.889 0     
96.1582 5.68058 0     -5.12724 3.12817 0     1     0     -33.4236 170.635 0     
95.4078 8.78662 0     1.53167 -2.74751 0     1     0     98.812 -377.216 0     
97.4157 7.94755 0     -8.17676 -0.863647 0     1     0     -1041.66 672.184 0     
98.2068 9.87592 0     -3.58013 2.52458 0     1     0     -88.3303 -4.15144 0     
100.818 8.88673 0     3.28038 -7.84663 0     1     0     631.095 -361.517 0     
100.188 9.5777 0     3.98079 -2.7844 0     1     0     -633.679 427.996 0     
101.758 13.1928 0     -4.72732 -1.99631 0     1     0     138.605 -581.158 0     
99.8152 14.43 0     -5.70601 10.118 0     1     0     166.303 -201.115 0     
100.841 12.6971 0     -2.94497 2.14609 0     1     0     -133.075 130.763 0     
101.571 16.2873 0     7.41061 -3.39739 0     1     0     1677.08 -27.8662 0     
99.7783 17.3114 0     0.207725 5.60002 0     1     0     216.311 720.573 0     
98.7447 16.9389 0     -2.87701 7.65231 0     1     0     -58.7782 -124.861 0     
102.549 16.1584 0     -12.3421 3.1282 0     1     0     324.876 -222.292 0     
98.5537 14.7568 0     -0.978165 0.877108 0     1     0     -538.422 -88.8131 0     
98.8841 18.3204 0     -7.21476 2.46871 0     1     0     -212.497 -273.72 0     
100.222 19.3898 0     -2.09246 3.72073 0     1     0     119.292 399.341 0     
106.499 23.7876 0     6.41972 4.83643 0     1     0     82.9223 -377.277 0     
97.342 26.3596 0     1.09265 3.06868 0     1     0     75.9937 182.121 0     
97.0759 28.4706 0     3.79411 1.7325 0     1     0     867.144 -2057.9 0     
90.3772 28.7627 0     -0.469113 -0.983607 0     1     0     1779.39 -208.972 0     
92.738 32.244 0     -7.45975 7.30031 0     1     0     -91.6432 -161.792 0     
90.4836 31.1553 0     5.23234 2.15446 0     1     0     440.527 -752.031 0     
88.8774 27.7464 0     4.62064 2.14044 0     1     0     447.267 265.95 0     
86.819 32.535 0     1.02956 -3.45167 0     1     0     25.7252 494.271 0     
85.9542 27.4799 0     3.54664 8.82701 0     1     0     61.8134 -154.218 0     
92.0821 31.2141 0     -8.0832 -1.71706 0     1     0     62.281 278.684 0     
98.8782 24.6575 0     -17.2275 -6.91894 0     1     0     -64.6811 -239.779 0     
93.1263 35.5035 0     6.27999 1.11298 0     1     0     44.9649 -40.4653 0     
96.0267 40.796 0     1.33269 -1.69656 0     1     0     -162.644 79.3506 0     
103.543 30.6423 0     -0.744962 -0.29043 0     1     0     -2091.46 690.97 0     
96.3696 34.6884 0     9.70304 4.37208 0     1     0     78.8906 -130.547 0     
92.8003 38.2911 0     -10.5754 12.6915 0     1     0     -127.75 -239.191 0     
93.8499 34.687 0     4.0928 -9.07348 0     1     0     290.311 -19.7974 0     
98.0273 62.5799 0     -4.3728 8.0255 0     1     0     0.216457 -11.398 0     
102.196 59.9316 0     -0.0363124 10.7665 0     1     0     0.364856 -10.4893 0     
90.5139 38.8833 0     7.41309 2.82871 0     1     0     -85.2767 19.0065 0     
94.8771 43.4875 0     7.2614 8.63698 0     1     0     -20.0907 -19.4754 0     
103.695 36.4599 0     9.71235 -1.08345 0     1     0     -64.2285 59.5371 0     
103.366 69.5106 0     -4.72595 -0.816561 0     1     0     0.0269912 -12.4929 0     
138.108 61.5196 0     4.12664 7.92276 0     1     0     -0.00577021 -12.2701 0     
76.6565 36.5631 0     0.686847 -11.2787 0     1     0     231.106 -32.2021 0     
80.5091 59.8924 0     24.1084 3.40444 0     1     0     -0.251253 -12.3619 0     
104.003 61.4908 0     -0.172197 -7.45291 0     1     0     -1.97948 -12.608 0     
99.5693 0.929106 0     2.69656 4.77208 0     1     0     83.638 205.525 0     
100.731 1.04167 0     2.2103 -2.29138 0     1     0     553.055 -913.661 0     
99.7533 2.82319 0     4.73491 1.17777 0     1     0     -62.2888 141.763 0     
98.6593 2.93598 0     -2.74286 13.2988 0     1     0     1226.81 -90.1989 0     
97.2855 3.93077 0     1.07078 -3.96455 0     1     0     -670.233 771.701 0     
100.454 4.23401 0     2.72014 -1.72825 0     1     0     428.27 645.705 0     
96.3064 4.4631 0     -3.7946 2.4725 0     1     0     434.046 -288.483 0     
98.041 5.22169 0     -2.63192 -0.7556 0     1     0     -400.812 296.912 0     
98.9878 5.54917 0     4.16481 0.416821 0     1     0     237.089 771.652 0     
96.7512 8.83009 0     -0.316132 8.97699 0     1     0     11.4016 -4.45121 0     
98.5439 10.8348 0     5.43942 -0.959945 0     1     0     154.271 -234.778 0     
97.4863 10.8131 0     -0.123074 0.00497042 0     1     0     11.2959 21.3881 0     
99.4362 11.402 0     10.698 0.686613 0     1     0     -349.011 -274.067 0     
102.183 11.0022 0     -3.59752 -1.2628 0     1     0     -683.599 -142.263 0     
102.944 15.0842 0     -3.01499 -2.36553 0     1     0     -720.19 242.301 0     
103.694 15.7339 0     5.1793 -0.111939 0     1     0     225.63 308.593 0     
103.609 13.5104 0     5.7199 -5.71335 0     1     0     799.363 169.13 0     
102.748 21.5361 0     10.7576 6.98685 0     1     0     253.25 288.535 0     
100.523 23.9079 0     7.20296 2.40053 0     1     0     100.612 -748.205 0     
101.076 21.1897 0     -9.64142 -6.41259 0     1     0     -120.589 -234.39 0     
102.673 18.8519 0     -1.03316 6.1475 0     1     0     -329.847 -592.599 0     
104.558 18.6364 0     -0.214152 -1.72281 0     1     0     1699.05 -686.973 0     
104.601 24.6321 0     1.69997 7.06528 0     1     0     106.336 101.316 0     
95.3224 23.9183 0     -9.98627 0.00650138 0     1     0     -133.89 -12.1065 0     
94.6511 26.9603 0     -10.1824 -12.5855 0     1     0     16.4828 112.937 0     
96.6691 27.4612 0     -6.44927 0.826615 0     1     0     1596.75 -497.084 0     
104.161 23.5997 0     -0.200634 -6.00737 0     1     0     122.181 -291.264 0     
92.2258 37.3512 0     -2.99402 10.3407 0     1     0     -42.7347 -83.055 0     
94.7322 28.2995 0     0.776138 -11.0248 0     1     0     -4.6219 -298.224 0     
100.503 24.8308 0     -9.21677 -1.47285 0     1     0     277.368 317.424 0     
96.6771 29.2416 0     -4.92637 0.454615 0     1     0     -2001.14 2159.51 0     
97.1783 32.3395 0     12.2954 -4.02823 0     1     0     53.131 274.768 0     
96.6498 35.9339 0     20.5586 -13.1502 0     1     0     1121.28 -494.376 0     
98.4091 32.2463 0     5.09168 5.81423 0     1     0     -110.632 -167.477 0     
98.4327 26.5696 0     4.17506 3.22222 0     1     0     -246.68 -80.4051 0     
100.005 31.2009 0     2.60159 0.0349863 0     1     0     49.3031 -125.382 0     
132.191 89.0434 0     -18.6979 38.4856 0     1     0     0 -12.44 0     
102.001 29.9804 0     -0.487412 3.73893 0     1     0     6.96122 -11.561 0     
96.7838 37.2633 0     0.218262 -10.2508 0     1     0     -675.02 311.275 0     
119.43 45.2515 0     -3.56957 7.02638 0     1     0     -75.2125 -102.141 0     
95.7091 35.4863 0     5.46146 -7.47601 0     1     0     -394.814 -486.299 0     
102.349 52.9296 0     -25.0085 -3.68047 0     1     0     0.3716 -10.2781 0     
88.8706 49.1403 0     5.01472 0.766989 0     1     0     -132.406 -19.5218 0     
131.037 62.6711 0     -0.935301 11.3108 0     1     0     -0.689382 -12.0889 0     
97.1491 48.4549 0     -10.2311 3.12067 0     1     0     39.703 -18.8574 0     
101.005 41.6149 0     -11.4915 -2.83996 0     1     0     -30.8205 -7.61282 0     
99.8832 45.6403 0     10.1754 -4.83771 0     1     0     78.8003 -247.716 0     
72.6534 48.8261 0     7.68419 1.56838 0     1     0     1.23498 -11.2468 0     
133.628 69.2424 0     29.9927 16.9061 0     1     0     2.13166 -13.4385 0     
49.0554 56.4466 0     -2.5077 -0.615719 0     1     0     -218.469 -400.445 0     
101.829 0.966534 0     -3.36927 -10.087 0     1     0     -306.844 -95.5976 0     
100.102 1.72069 0     -4.33737 6.41142 0     1     0     1057.72 818.75 0     
100.729 2.59231 0     -1.26449 5.16932 0     1     0     -1841.97 2214.89 0     
101.082 3.56285 0     2.32959 3.60916 0     1     0     354.072 -1015.89 0     
101.525 4.40972 0     8.08981 -0.927386 0     1     0     394.226 87.5402 0     
99.6242 3.84995 0     0.740596 -7.89411 0     1     0     -1147.9 -440.998 0     
100.092 7.03755 0     3.7738 0.259988 0     1     0     -498.044 -270.496 0     
98.3337 6.35418 0     13.9023 1.82606 0     1     0     318.277 -789.183 0     
97.8796 7.17884 0     -5.20654 4.15857 0     1     0     411.758 -502.914 0     
96.7654 6.96213 0     3.50931 -3.99663 0     1     0     -346.958 429.005 0     
98.8447 9.09456 0     -2.91542 4.88006 0     1     0     162.08 165.119 0     
99.6079 8.48777 0     -8.27057 5.92494 0     1     0     572.748 -107.489 0     
100.554 7.92112 0     -8.27015 0.393506 0     1     0     -636.198 620.65 0     
101.75 14.1577 0     2.52735 5.36368 0     1     0     587.744 785.841 0     
104.527 16.4625 0     9.15095 6.49575 0     1     0     -380.776 130.475 0     
105.017 17.3627 0     8.15256 -1.76851 0     1     0     277.443 252.544 0     
101.895 18.1587 0     -6.81094 3.33467 0     1     0     -145.845 8.33708 0     
102.112 19.7173 0     9.05904 -9.30753 0     1     0     461.356 -189.067 0     
99.8694 18.4808 0     1.89421 -3.37173 0     1     0     -362.454 -252.115 0     
103.107 19.7039 0     2.27516 8.18121 0     1     0     313.197 331.254 0     
97.6373 27.6433 0     -6.21055 -3.71527 0     1     0     397.184 -269.226 0     
108.67 23.4015 0     7.49698 9.56582 0     1     0     -59.1915 18.5393 0     
107.917 14.4831 0     -2.91445 -1.4829 0     1     0     432.852 -453.895 0     
101.588 23.5961 0     5.39229 -3.54723 0     1     0     691.166 822.21 0     
89.7232 33.008 0     -5.53699 -8.56838 0     1     0     -337.261 -412.293 0     
94.3727 20.9923 0     3.9394 -4.80422 0     1     0     32.0182 -219.672 0     
92.8589 25.6465 0     -3.085 -2.22409 0     1     0     -39.4059 -534.814 0     
93.1428 28.1697 0     1.26389 0.159155 0     1     0     -585.371 110.725 0     
90.0245 33.9232 0     11.7565 8.67726 0     1     0     22.5163 969.377 0     
97.9861 33.1708 0     7.39724 3.35603 0     1     0     -95.982 244.26 0     
94.5361 30.655 0     -7.47355 -6.66707 0     1     0     221.147 -631.013 0     
93.6733 31.1279 0     0.507025 -4.46943 0     1     0     -1924.81 -938.965 0     
99.6561 32.205 0     -0.384179 3.87761 0     1     0     219.106 -232.686 0     
88.9984 32.3436 0     2.56738 -4.38159 0     1     0     -464.821 -164.496 0     
96.9348 40.2817 0     -10.8453 -11.3234 0     1     0     107.133 -161.856 0     
