# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius  parallel_strategy  output_baseName
25            0.0005       500           3                 0                 output

particles:
# origin             velocity         mass    type     old_force
261.019 7.07816 0     -0.00904803 0.806393 0     1     0     -22.1751 -1.46165 0     
260.486 7.9573 0     -0.531142 -0.364171 0     1     0     20.9382 -84.4721 0     
261.027 8.81801 0     -0.277536 0.214785 0     1     0     -77.1372 105.754 0     
259.966 8.82938 0     0.463333 -0.125294 0     1     0     -2.30804 33.2005 0     
260.502 9.71197 0     -0.635305 -1.0557 0     1     0     -12.9507 -1.92594 0     
259.975 10.5932 0     -1.16258 -1.22363 0     1     0     38.2917 50.395 0     
260.496 11.5118 0     -0.279905 -0.212071 0     1     0     67.9455 -159.98 0     
259.982 12.3744 0     0.896094 0.68356 0     1     0     -86.145 100.715 0     
260.485 13.2835 0     -0.019909 -0.0211016 0     1     0     -18.8014 -95.1749 0     
259.96 14.1567 0     -0.461811 0.0258023 0     1     0     -54.1106 68.6518 0     
260.476 15.0659 0     0.572635 1.28121 0     1     0     19.6457 11.3309 0     
259.958 15.9733 0     0.6801 -0.159413 0     1     0     -25.8876 -56.1829 0     
259.425 16.8722 0     0.656635 -0.136357 0     1     0     37.6759 10.1 0     
259.936 17.7891 0     0.368678 -0.490359 0     1     0     9.70559 -82.7503 0     
259.413 18.6936 0     1.25833 1.05093 0     1     0     -66.7446 -3.62645 0     
260.464 18.6866 0     -0.68577 -0.153907 0     1     0     -32.783 61.6206 0     
259.92 19.611 0     -0.00188993 -0.494747 0     1     0     24.6869 -13.0382 0     
260.449 20.5214 0     0.69833 0.0119581 0     1     0     -39.4759 100.918 0     
259.913 21.476 0     -0.30419 0.76536 0     1     0     -59.5759 -53.5648 0     
260.403 22.4076 0     0.874462 -1.03989 0     1     0     -29.9161 33.6715 0     
259.851 23.3442 0     -0.13546 -0.698957 0     1     0     5.00605 -36.8659 0     
260.376 24.2679 0     0.146111 0.254837 0     1     0     -50.0556 -20.5192 0     
259.795 25.2151 0     0.126451 0.49188 0     1     0     39.4305 16.0942 0     
259.272 26.1743 0     -0.670871 0.143618 0     1     0     -51.9441 -23.3514 0     
258.689 27.1107 0     0.895372 0.0275376 0     1     0     37.2575 -41.1236 0     
258.118 28.0549 0     0.35159 -1.47123 0     1     0     50.2856 12.228 0     
258.655 29.0005 0     -1.0616 0.822071 0     1     0     -13.0472 14.1252 0     
258.105 29.9805 0     0.495849 1.29057 0     1     0     0.268279 -67.9741 0     
258.672 30.9125 0     -0.392918 0.791789 0     1     0     -71.9641 49.1995 0     
259.203 31.9053 0     -0.889268 0.748844 0     1     0     -25.9311 40.9642 0     
258.092 31.8782 0     -1.39415 1.60143 0     1     0     22.3848 24.7967 0     
257.521 32.9081 0     -0.628523 0.857466 0     1     0     -36.6445 -25.5685 0     
258.053 33.8895 0     -0.719434 0.196504 0     1     0     28.4631 25.7946 0     
258.612 34.9242 0     0.470564 -0.756917 0     1     0     4.5644 -2.05138 0     
257.512 34.8932 0     0.406648 1.61473 0     1     0     -2.88983 29.2889 0     
256.923 35.9387 0     -2.1014 0.786804 0     1     0     -33.0283 -40.1438 0     
257.495 36.9515 0     1.26912 -0.287453 0     1     0     -31.8183 8.90199 0     
256.278 39.0602 0     -0.749594 -1.17206 0     1     0     -6.79829 -16.6391 0     
256.897 40.0774 0     -0.591275 -0.458078 0     1     0     -6.66366 9.05878 0     
256.395 41.2648 0     -0.0297576 0.0555855 0     1     0     7.8081 -2.13815 0     
255.525 42.4165 0     0.0983573 0.625126 0     1     0     7.45894 6.45116 0     
253.993 43.0477 0     0.583621 -2.60157 0     1     0     0.0271081 -16.251 0     
262.591 0.981568 0     -0.604229 -0.603488 0     1     0     -35.4399 -84.1484 0     
263.112 1.85215 0     -0.181776 -0.41733 0     1     0     -42.6029 12.3001 0     
262.075 1.84257 0     -0.0930111 -0.68676 0     1     0     -37.0133 94.8769 0     
262.59 2.72755 0     -0.332325 -0.541537 0     1     0     -49.0539 -77.5653 0     
262.073 3.59707 0     -0.703552 0.184622 0     1     0     -89.3806 -19.811 0     
262.588 4.47535 0     -0.275667 1.02353 0     1     0     47.1978 -42.3198 0     
262.062 5.34048 0     0.510951 0.234488 0     1     0     7.93562 40.6028 0     
262.605 6.21938 0     0.0652679 0.493124 0     1     0     -71.7382 -6.04896 0     
262.083 7.08294 0     -1.43556 -0.426115 0     1     0     -53.383 22.2236 0     
261.548 7.94494 0     -0.684302 -1.48399 0     1     0     -33.493 21.6963 0     
262.055 8.84492 0     -0.853519 -1.05812 0     1     0     41.1913 31.5904 0     
261.536 9.7257 0     0.217426 -0.238092 0     1     0     72.8753 15.8123 0     
262.077 10.6356 0     0.122628 -0.344297 0     1     0     -11.6435 -68.849 0     
261.04 10.6155 0     0.0697019 -0.124284 0     1     0     -120.106 41.5224 0     
261.538 11.5276 0     -0.741419 0.794288 0     1     0     60.4607 -62.9265 0     
261.027 12.4141 0     -0.0681263 -1.01071 0     1     0     -42.2019 -97.7295 0     
261.532 13.2933 0     -0.354964 -0.269366 0     1     0     82.2095 -4.21121 0     
260.996 14.1632 0     0.183839 0.70109 0     1     0     78.2915 132.578 0     
261.527 15.0713 0     0.419332 0.721377 0     1     0     -43.3205 -23.0997 0     
261.009 15.968 0     1.97673 -1.73176 0     1     0     -37.5588 6.69289 0     
260.488 16.8713 0     -0.0091298 -0.0207799 0     1     0     -86.7229 45.1687 0     
262.042 17.7916 0     0.400145 -0.679349 0     1     0     32.7412 79.4403 0     
260.985 17.7913 0     -0.0391787 0.567214 0     1     0     54.7905 -13.6874 0     
261.515 18.7109 0     -0.0306271 0.177606 0     1     0     -3.73453 -33.8403 0     
260.96 19.6056 0     -0.522188 0.00261353 0     1     0     72.0625 8.15913 0     
261.488 20.5273 0     0.00129948 1.3537 0     1     0     -28.7081 97.4287 0     
260.945 21.4807 0     0.369926 0.339929 0     1     0     48.0622 -63.9969 0     
261.445 22.421 0     0.557703 0.308138 0     1     0     40.8284 -54.7798 0     
260.919 23.344 0     0.388652 0.486407 0     1     0     -11.073 22.5238 0     
261.45 24.2837 0     1.22125 -0.565869 0     1     0     -47.4094 -22.8659 0     
260.853 25.1909 0     -1.01939 1.0809 0     1     0     87.4919 101.751 0     
260.336 26.1638 0     -1.21062 1.35666 0     1     0     -21.3386 1.28414 0     
259.777 27.1367 0     0.499511 0.575088 0     1     0     -22.9685 -58.9535 0     
259.196 28.05 0     -0.792311 -0.39003 0     1     0     28.8902 66.6781 0     
259.747 29.0432 0     0.033734 0.492563 0     1     0     -29.9472 -70.0254 0     
259.19 29.9497 0     -0.106633 -0.0805205 0     1     0     -10.8742 52.453 0     
259.738 30.9355 0     -0.512852 -0.827327 0     1     0     -3.7871 53.98 0     
261.375 31.9863 0     0.62676 -0.456694 0     1     0     17.2629 11.3445 0     
260.301 31.9562 0     -0.162627 0.414424 0     1     0     -42.9066 0.449938 0     
258.599 32.9021 0     -1.26629 0.193341 0     1     0     75.8365 -17.0683 0     
259.177 33.9355 0     -0.604369 -0.378877 0     1     0     -28.0499 -62.8356 0     
259.737 34.8834 0     -0.931545 -0.182762 0     1     0     -21.3602 54.6477 0     
258.018 35.9503 0     0.946556 -1.21399 0     1     0     77.5324 -45.6528 0     
258.646 36.9198 0     0.0897141 -0.709488 0     1     0     -13.5053 10.0874 0     
258.031 37.9709 0     -0.129778 0.607654 0     1     0     18.643 -28.5736 0     
257.41 38.9252 0     0.592774 1.19036 0     1     0     33.253 57.9473 0     
258.628 38.9857 0     0.962112 0.879807 0     1     0     -33.6039 -4.99434 0     
258.032 40.0248 0     0.119437 1.09066 0     1     0     15.1165 -2.96124 0     
257.664 41.1893 0     1.03362 0.473717 0     1     0     -1.96595 -0.522587 0     
257.024 42.4612 0     1.1356 0.775698 0     1     0     -0.106831 -14.8919 0     
263.611 0.977482 0     -0.566916 -0.574113 0     1     0     60.1132 -111.066 0     
264.147 1.81851 0     0.41685 -0.630747 0     1     0     -14.5664 170.366 0     
263.631 2.71371 0     -0.933435 0.169785 0     1     0     15.1513 31.315 0     
264.151 3.59733 0     0.0381772 -0.329207 0     1     0     38.391 -100.196 0     
263.11 3.59423 0     0.58844 -0.850381 0     1     0     49.1471 42.9331 0     
263.648 4.46998 0     -0.193131 -0.91828 0     1     0     -109.964 9.65573 0     
263.108 5.34975 0     0.295199 0.00323668 0     1     0     55.8819 -95.2348 0     
263.639 6.22055 0     0.0245489 -0.413349 0     1     0     49.3533 18.3778 0     
263.122 7.10834 0     -0.423638 0.133452 0     1     0     -6.66828 14.4814 0     
262.583 7.98539 0     -0.817429 -0.263899 0     1     0     90.1201 -79.3503 0     
263.111 8.86692 0     -0.65982 0.502804 0     1     0     36.2518 -46.2492 0     
262.588 9.72819 0     -0.644824 0.0852434 0     1     0     -36.7737 104.37 0     
263.123 10.6194 0     1.27465 -0.649465 0     1     0     -43.8707 45.6816 0     
262.602 11.5229 0     0.740463 0.648552 0     1     0     -0.426231 7.73783 0     
263.138 12.4214 0     0.681822 -0.463557 0     1     0     -43.8968 -81.6006 0     
262.077 12.412 0     1.28451 -0.713052 0     1     0     7.20268 -50.5707 0     
262.594 13.2922 0     0.784233 0.189474 0     1     0     10.5377 83.7136 0     
262.056 14.1771 0     0.207247 0.607199 0     1     0     48.3999 53.7847 0     
262.559 15.1014 0     0.220973 0.682794 0     1     0     116.61 -75.4402 0     
262.044 15.9889 0     0.45711 0.512053 0     1     0     54.9854 24.5225 0     
261.525 16.8887 0     0.265855 -0.563395 0     1     0     -2.6714 -12.4585 0     
262.574 16.899 0     -0.722053 0.528683 0     1     0     30.3949 -20.5953 0     
262.562 18.7233 0     0.821551 0.172056 0     1     0     46.6148 -48.0137 0     
263.07 19.6566 0     0.437229 0.273459 0     1     0     33.4297 -67.3938 0     
262.025 19.6349 0     0.0453803 -0.435104 0     1     0     -9.80031 -29.2409 0     
262.53 20.5742 0     -0.0573103 0.175485 0     1     0     35.0987 -14.1232 0     
261.993 21.4787 0     0.267156 0.248683 0     1     0     -30.0431 24.6311 0     
263.047 21.5139 0     -0.13751 0.729079 0     1     0     49.6205 -38.5842 0     
262.498 22.4179 0     0.933961 -0.389238 0     1     0     84.3621 10.9441 0     
261.98 23.337 0     0.0658385 -0.217751 0     1     0     17.9588 84.2024 0     
261.94 25.2377 0     -0.25145 -1.16216 0     1     0     -23.1446 -34.2049 0     
261.394 26.1499 0     0.0640186 0.863851 0     1     0     2.75147 66.0097 0     
260.839 27.1269 0     0.421054 -0.757767 0     1     0     52.1458 -38.0717 0     
260.277 28.0931 0     1.73098 0.230089 0     1     0     36.2969 -28.6425 0     
260.816 29.033 0     -0.588904 0.951456 0     1     0     11.1563 -24.0035 0     
260.272 30.009 0     1.33062 0.979677 0     1     0     16.9641 -59.9251 0     
260.812 30.9633 0     2.12145 -0.831471 0     1     0     24.1848 24.9947 0     
261.878 31.0085 0     -0.236797 -0.712134 0     1     0     33.0559 -49.5678 0     
262.461 32.008 0     -1.30819 0.372804 0     1     0     0.953213 -18.4865 0     
260.856 32.9737 0     0.245511 -0.338422 0     1     0     -9.55191 -21.0044 0     
259.725 32.931 0     1.6667 -0.280134 0     1     0     -2.83205 -7.11382 0     
260.32 35.928 0     -0.132642 0.797614 0     1     0     -30.5433 26.95 0     
259.208 35.897 0     -1.58429 0.308146 0     1     0     -40.5301 21.5448 0     
259.774 36.9577 0     -2.73112 0.154815 0     1     0     4.55091 -21.0688 0     
259.193 37.9701 0     0.832271 1.51614 0     1     0     20.2287 -2.53642 0     
259.78 39.0482 0     0.917834 -0.315958 0     1     0     -16.5239 -62.9124 0     
259.195 40.0067 0     -1.33971 0.00811302 0     1     0     -27.3418 52.8132 0     
258.978 41.2121 0     -0.934126 -1.2069 0     1     0     -13.0223 -20.0282 0     
258.404 42.2706 0     1.36303 0.598453 0     1     0     -8.99055 5.03859 0     
264.31 41.6322 0     0.390999 1.0245 0     1     0     -9.93381 -12.0213 0     
264.665 0.96619 0     0.262926 0.0769547 0     1     0     18.1648 -1.77922 0     
265.185 1.83575 0     -0.0719026 -0.0581101 0     1     0     42.3702 32.5309 0     
264.657 2.69847 0     -0.473272 0.441176 0     1     0     67.3623 96.0095 0     
265.195 3.58066 0     -0.137628 0.0495379 0     1     0     -27.18 -32.6988 0     
264.69 4.46335 0     -0.517526 -0.0937632 0     1     0     -41.0879 27.6583 0     
265.211 5.34061 0     0.38507 -0.322628 0     1     0     -50.145 25.7777 0     
264.155 5.34352 0     -1.10704 -0.324202 0     1     0     74.1001 27.7399 0     
264.694 6.22623 0     -0.357523 -0.495084 0     1     0     -69.2255 -35.9587 0     
264.158 7.10118 0     0.141435 -0.827591 0     1     0     56.7768 52.7092 0     
263.645 7.99816 0     0.533382 -0.374838 0     1     0     -5.33193 -61.694 0     
264.176 8.87769 0     0.239323 0.584502 0     1     0     -23.7298 -60.1384 0     
263.649 9.74329 0     0.185034 -0.70135 0     1     0     -52.2079 6.69796 0     
264.161 10.6335 0     0.633122 -0.845582 0     1     0     66.5426 40.7192 0     
263.648 11.5225 0     0.252831 0.910637 0     1     0     13.0357 50.1853 0     
264.182 12.4432 0     1.26878 -0.164344 0     1     0     36.7752 -115.274 0     
263.648 13.3138 0     0.829147 -1.06765 0     1     0     -3.16395 45.3577 0     
264.698 13.3494 0     0.582614 0.602412 0     1     0     5.55727 -130.509 0     
263.122 14.1992 0     -0.10618 -0.842319 0     1     0     -110.63 35.0504 0     
264.163 14.2207 0     0.318327 -0.204929 0     1     0     -28.56 45.2079 0     
263.618 15.1124 0     0.25059 0.244958 0     1     0     49.9091 -15.5241 0     
263.111 16.0062 0     -0.0253598 -0.298596 0     1     0     -62.0869 17.5557 0     
263.636 16.9237 0     -0.392968 0.394744 0     1     0     8.82775 -57.1698 0     
263.114 17.8023 0     -0.109167 0.392638 0     1     0     -107.705 123.484 0     
263.622 18.7433 0     0.0924319 0.102961 0     1     0     -72.5349 27.6134 0     
264.144 19.6655 0     0.0104026 0.671203 0     1     0     -47.7018 -13.8717 0     
263.58 20.5607 0     0.0263387 0.689247 0     1     0     28.8644 69.7135 0     
264.108 21.4745 0     0.322141 -0.216029 0     1     0     -5.29634 120.352 0     
263.588 22.4466 0     -0.211656 -0.756142 0     1     0     -78.1342 -100.154 0     
263.048 23.3589 0     0.696927 -0.435434 0     1     0     -62.8084 21.303 0     
262.498 24.3048 0     -0.40105 -1.13403 0     1     0     1.22763 -74.0848 0     
263.003 25.2368 0     0.600752 -0.273418 0     1     0     14.2199 9.37229 0     
262.474 26.1747 0     0.858628 -1.2886 0     1     0     -43.3021 8.40954 0     
261.943 27.1167 0     0.0957521 0.320669 0     1     0     -73.7817 -10.36 0     
261.369 28.0587 0     -0.716584 -0.0451265 0     1     0     -13.8637 34.66 0     
261.345 29.9721 0     -1.29803 1.23583 0     1     0     13.9679 88.6239 0     
262.417 29.9894 0     0.0107851 -0.716955 0     1     0     -24.3291 74.9739 0     
262.954 30.9871 0     -0.541944 -0.588919 0     1     0     -52.9949 48.326 0     
263.548 31.9943 0     -1.13829 0.098928 0     1     0     -29.1285 23.5763 0     
261.963 33.0136 0     0.194438 -1.71855 0     1     0     -21.495 -62.6709 0     
261.45 33.9848 0     -0.558639 0.265516 0     1     0     -120.747 -12.3081 0     
260.303 33.9235 0     0.886162 0.222523 0     1     0     10.3341 -4.81511 0     
261.983 34.9582 0     -0.192343 0.91963 0     1     0     1.58724 13.4659 0     
260.827 34.9393 0     -0.587726 -0.921278 0     1     0     67.6547 -28.4417 0     
261.422 35.9257 0     -0.244263 0.789482 0     1     0     33.4104 26.4772 0     
260.922 36.9613 0     -1.46287 1.14922 0     1     0     14.6027 -23.7282 0     
260.387 37.9507 0     0.910755 -0.411387 0     1     0     -41.2152 38.9931 0     
262.085 39.0309 0     0.619335 0.348132 0     1     0     8.81148 17.868 0     
260.881 39.0356 0     -1.61094 1.08014 0     1     0     59.7568 -19.6097 0     
260.333 40.117 0     0.561292 0.159683 0     1     0     -13.8153 1.81304 0     
260.174 41.2908 0     -0.616845 -0.671628 0     1     0     18.5417 11.6162 0     
265.708 0.973156 0     -0.535908 0.123036 0     1     0     15.2871 13.7296 0     
266.235 1.84619 0     -0.185321 0.427856 0     1     0     -4.98047 7.83398 0     
265.714 2.71143 0     -0.264374 0.126233 0     1     0     10.0714 -3.24778 0     
266.241 3.58851 0     0.58089 0.963326 0     1     0     10.1566 -79.1256 0     
265.723 4.45643 0     -0.87696 -1.50585 0     1     0     -24.2311 58.3231 0     
266.24 5.35934 0     -0.734813 -0.76695 0     1     0     -18.8017 -69.6809 0     
265.728 6.23196 0     -0.0340496 -0.798421 0     1     0     -6.11003 30.1553 0     
266.264 7.11801 0     -0.76443 1.2204 0     1     0     -77.365 -29.7542 0     
265.209 7.11141 0     -0.496171 -0.948818 0     1     0     -2.99627 -18.7846 0     
264.696 7.99367 0     0.30637 -0.196493 0     1     0     -57.0104 -51.1694 0     
265.22 8.8707 0     0.284475 -0.193125 0     1     0     -9.7821 25.356 0     
264.692 9.75954 0     -1.02338 1.19225 0     1     0     -0.542559 -21.1328 0     
265.217 10.6411 0     -0.695764 0.0638121 0     1     0     -33.1189 80.457 0     
264.696 11.5326 0     -0.247822 0.62436 0     1     0     -36.2764 28.022 0     
265.739 11.5403 0     0.778879 0.938313 0     1     0     -3.31455 11.0077 0     
265.232 12.4357 0     0.290566 1.5072 0     1     0     -91.8814 57.7584 0     
265.737 13.3599 0     1.58484 1.40864 0     1     0     44.8851 -47.3937 0     
266.27 14.2653 0     -0.483382 -1.03305 0     1     0     9.27043 -50.9987 0     
265.209 14.2418 0     0.203407 -0.559253 0     1     0     80.1005 48.0103 0     
264.684 15.1226 0     -0.153947 -0.368974 0     1     0     8.81437 84.4587 0     
264.158 16.0219 0     0.267263 0.274726 0     1     0     41.2926 19.8609 0     
264.685 16.9642 0     0.013052 -0.39316 0     1     0     -17.2656 -93.9023 0     
264.156 17.8511 0     0.827119 0.0371738 0     1     0     -9.38673 -28.7029 0     
